row.names,value,nme,method,time
1232,   9082,dst gw2,obs,(12/25/98 02:25:00)
1233,  56085,dst gw3,obs,(12/25/98 02:25:00)
1234,   1303,dst gw-others,obs,(12/25/98 02:25:00)
1261,  27666,ori router5,obs,(12/25/98 02:29:59)
1262,  93828,ori r4-local,obs,(12/25/98 02:29:59)
1263,  14854,ori switch,obs,(12/25/98 02:29:59)
1264,   6825,ori r4-others,obs,(12/25/98 02:29:59)
1265,  23264,ori gw1,obs,(12/25/98 02:29:59)
1266,  33753,ori gw2,obs,(12/25/98 02:29:59)
1267,  63993,ori gw3,obs,(12/25/98 02:29:59)
1268,  14519,ori gw-others,obs,(12/25/98 02:29:59)
1269,  13035,dst router5,obs,(12/25/98 02:29:59)
1270,  95927,dst r4-local,obs,(12/25/98 02:29:59)
1271,  34248,dst switch,obs,(12/25/98 02:29:59)
1272,  13395,dst r4-others,obs,(12/25/98 02:29:59)
1273,  58771,dst gw1,obs,(12/25/98 02:29:59)
1274,  10363,dst gw2,obs,(12/25/98 02:29:59)
1275,  52218,dst gw3,obs,(12/25/98 02:29:59)
1276,    743,dst gw-others,obs,(12/25/98 02:29:59)
1303,  28871,ori router5,obs,(12/25/98 02:34:59)
1304,  34248,ori r4-local,obs,(12/25/98 02:34:59)
1305,  19138,ori switch,obs,(12/25/98 02:34:59)
1306,  17244,ori r4-others,obs,(12/25/98 02:34:59)
1307,  26919,ori gw1,obs,(12/25/98 02:34:59)
1308,  35438,ori gw2,obs,(12/25/98 02:34:59)
1309,  75340,ori gw3,obs,(12/25/98 02:34:59)
1310,  16594,ori gw-others,obs,(12/25/98 02:34:59)
1311,  13634,dst router5,obs,(12/25/98 02:34:59)
1312,  32295,dst r4-local,obs,(12/25/98 02:34:59)
1313,  48197,dst switch,obs,(12/25/98 02:34:59)
1314,  22191,dst r4-others,obs,(12/25/98 02:34:59)
1315,  67150,dst gw1,obs,(12/25/98 02:34:59)
1316,   7831,dst gw2,obs,(12/25/98 02:34:59)
1317,  61660,dst gw3,obs,(12/25/98 02:34:59)
1318,    833,dst gw-others,obs,(12/25/98 02:34:59)
1345,  27793,ori router5,obs,(12/25/98 02:40:00)
1346,  30126,ori r4-local,obs,(12/25/98 02:40:00)
1347,   9276,ori switch,obs,(12/25/98 02:40:00)
1348,  23954,ori r4-others,obs,(12/25/98 02:40:00)
1349,  27322,ori gw1,obs,(12/25/98 02:40:00)
1350,  40930,ori gw2,obs,(12/25/98 02:40:00)
1351,  61327,ori gw3,obs,(12/25/98 02:40:00)
1352,  11839,ori gw-others,obs,(12/25/98 02:40:00)
1353,  13726,dst router5,obs,(12/25/98 02:40:00)
1354,  30154,dst r4-local,obs,(12/25/98 02:40:00)
1355,  48286,dst switch,obs,(12/25/98 02:40:00)
1356,  26722,dst r4-others,obs,(12/25/98 02:40:00)
1357,  54080,dst gw1,obs,(12/25/98 02:40:00)
1358,  14884,dst gw2,obs,(12/25/98 02:40:00)
1359,  43768,dst gw3,obs,(12/25/98 02:40:00)
1360,    940,dst gw-others,obs,(12/25/98 02:40:00)
1387,  26141,ori router5,obs,(12/25/98 02:45:00)
1388,  50230,ori r4-local,obs,(12/25/98 02:45:00)
1389,   9668,ori switch,obs,(12/25/98 02:45:00)
1390,  14291,ori r4-others,obs,(12/25/98 02:45:00)
1391,  33243,ori gw1,obs,(12/25/98 02:45:00)
1392,  53129,ori gw2,obs,(12/25/98 02:45:00)
1393,  89525,ori gw3,obs,(12/25/98 02:45:00)
1394,  16880,ori gw-others,obs,(12/25/98 02:45:00)
1395,  10055,dst router5,obs,(12/25/98 02:45:00)
1396,  36097,dst r4-local,obs,(12/25/98 02:45:00)
1397,  54858,dst switch,obs,(12/25/98 02:45:00)
1398,  16565,dst r4-others,obs,(12/25/98 02:45:00)
1399,  82886,dst gw1,obs,(12/25/98 02:45:00)
1400,  17155,dst gw2,obs,(12/25/98 02:45:00)
1401,  74065,dst gw3,obs,(12/25/98 02:45:00)
1402,   1414,dst gw-others,obs,(12/25/98 02:45:00)
1429,  27596,ori router5,obs,(12/25/98 02:49:59)
1430,  36567,ori r4-local,obs,(12/25/98 02:49:59)
1431,  14474,ori switch,obs,(12/25/98 02:49:59)
1432,  12155,ori r4-others,obs,(12/25/98 02:49:59)
1433,  44604,ori gw1,obs,(12/25/98 02:49:59)
1434,  30127,ori gw2,obs,(12/25/98 02:49:59)
1435,  84705,ori gw3,obs,(12/25/98 02:49:59)
1436,   6144,ori gw-others,obs,(12/25/98 02:49:59)
1437,  15874,dst router5,obs,(12/25/98 02:49:59)
1438,  34338,dst r4-local,obs,(12/25/98 02:49:59)
1439,  37924,dst switch,obs,(12/25/98 02:49:59)
1440,  16018,dst r4-others,obs,(12/25/98 02:49:59)
1441,  76656,dst gw1,obs,(12/25/98 02:49:59)
1442,  15423,dst gw2,obs,(12/25/98 02:49:59)
1443,  59502,dst gw3,obs,(12/25/98 02:49:59)
1444,    632,dst gw-others,obs,(12/25/98 02:49:59)
1471,  27421,ori router5,obs,(12/25/98 02:54:59)
1472,  50494,ori r4-local,obs,(12/25/98 02:54:59)
1473,  11386,ori switch,obs,(12/25/98 02:54:59)
1474,   7394,ori r4-others,obs,(12/25/98 02:54:59)
1475,  39192,ori gw1,obs,(12/25/98 02:54:59)
1476,  37096,ori gw2,obs,(12/25/98 02:54:59)
1477,  75619,ori gw3,obs,(12/25/98 02:54:59)
1478,   9174,ori gw-others,obs,(12/25/98 02:54:59)
1479,  12059,dst router5,obs,(12/25/98 02:54:59)
1480,  51509,dst r4-local,obs,(12/25/98 02:54:59)
1481,  32843,dst switch,obs,(12/25/98 02:54:59)
1482,  11280,dst r4-others,obs,(12/25/98 02:54:59)
1483,  75227,dst gw1,obs,(12/25/98 02:54:59)
1484,  16663,dst gw2,obs,(12/25/98 02:54:59)
1485,  57276,dst gw3,obs,(12/25/98 02:54:59)
1486,    918,dst gw-others,obs,(12/25/98 02:54:59)
1513,  28241,ori router5,obs,(12/25/98 03:00:00)
1514,  34691,ori r4-local,obs,(12/25/98 03:00:00)
1515,  11714,ori switch,obs,(12/25/98 03:00:00)
1516,   9247,ori r4-others,obs,(12/25/98 03:00:00)
1517,  26886,ori gw1,obs,(12/25/98 03:00:00)
1518,  58711,ori gw2,obs,(12/25/98 03:00:00)
1519,  86623,ori gw3,obs,(12/25/98 03:00:00)
1520,   4554,ori gw-others,obs,(12/25/98 03:00:00)
1521,  14149,dst router5,obs,(12/25/98 03:00:00)
1522,  35582,dst r4-local,obs,(12/25/98 03:00:00)
1523,  42330,dst switch,obs,(12/25/98 03:00:00)
1524,  13156,dst r4-others,obs,(12/25/98 03:00:00)
1525,  83317,dst gw1,obs,(12/25/98 03:00:00)
1526,  17646,dst gw2,obs,(12/25/98 03:00:00)
1527,  53562,dst gw3,obs,(12/25/98 03:00:00)
1528,    916,dst gw-others,obs,(12/25/98 03:00:00)
1555,  28025,ori router5,obs,(12/25/98 03:05:00)
1556,  41443,ori r4-local,obs,(12/25/98 03:05:00)
1557,  10044,ori switch,obs,(12/25/98 03:05:00)
1558,  11856,ori r4-others,obs,(12/25/98 03:05:00)
1559,  28258,ori gw1,obs,(12/25/98 03:05:00)
1560,  49078,ori gw2,obs,(12/25/98 03:05:00)
1561,  82063,ori gw3,obs,(12/25/98 03:05:00)
1562,   4036,ori gw-others,obs,(12/25/98 03:05:00)
1563,  12708,dst router5,obs,(12/25/98 03:05:00)
1564,  36714,dst r4-local,obs,(12/25/98 03:05:00)
1565,  53612,dst switch,obs,(12/25/98 03:05:00)
1566,  16221,dst r4-others,obs,(12/25/98 03:05:00)
1567,  70818,dst gw1,obs,(12/25/98 03:05:00)
1568,  18489,dst gw2,obs,(12/25/98 03:05:00)
1569,  45820,dst gw3,obs,(12/25/98 03:05:00)
1570,    423,dst gw-others,obs,(12/25/98 03:05:00)
1597,  30518,ori router5,obs,(12/25/98 03:10:00)
1598,  51644,ori r4-local,obs,(12/25/98 03:10:00)
1599,  10270,ori switch,obs,(12/25/98 03:10:00)
1600,  11201,ori r4-others,obs,(12/25/98 03:10:00)
1601,  31141,ori gw1,obs,(12/25/98 03:10:00)
1602,  47975,ori gw2,obs,(12/25/98 03:10:00)
1603, 112162,ori gw3,obs,(12/25/98 03:10:00)
1604,   8861,ori gw-others,obs,(12/25/98 03:10:00)
1605,  19596,dst router5,obs,(12/25/98 03:10:00)
1606,  34497,dst r4-local,obs,(12/25/98 03:10:00)
1607,  55659,dst switch,obs,(12/25/98 03:10:00)
1608,  16832,dst r4-others,obs,(12/25/98 03:10:00)
1609,  90479,dst gw1,obs,(12/25/98 03:10:00)
1610,  24424,dst gw2,obs,(12/25/98 03:10:00)
1611,  61308,dst gw3,obs,(12/25/98 03:10:00)
1612,    960,dst gw-others,obs,(12/25/98 03:10:00)
1639,  30554,ori router5,obs,(12/25/98 03:14:59)
1640,  51764,ori r4-local,obs,(12/25/98 03:14:59)
1641,  10277,ori switch,obs,(12/25/98 03:14:59)
1642,  11202,ori r4-others,obs,(12/25/98 03:14:59)
1643,  31166,ori gw1,obs,(12/25/98 03:14:59)
1644,  47979,ori gw2,obs,(12/25/98 03:14:59)
1645, 112381,ori gw3,obs,(12/25/98 03:14:59)
1646,   8896,ori gw-others,obs,(12/25/98 03:14:59)
1647,  19666,dst router5,obs,(12/25/98 03:14:59)
1648,  34470,dst r4-local,obs,(12/25/98 03:14:59)
1649,  55673,dst switch,obs,(12/25/98 03:14:59)
1650,  16840,dst r4-others,obs,(12/25/98 03:14:59)
1651,  90663,dst gw1,obs,(12/25/98 03:14:59)
1652,  24479,dst gw2,obs,(12/25/98 03:14:59)
1653,  61449,dst gw3,obs,(12/25/98 03:14:59)
1654,    965,dst gw-others,obs,(12/25/98 03:14:59)
1681,  27195,ori router5,obs,(12/25/98 03:19:59)
1682,  52041,ori r4-local,obs,(12/25/98 03:19:59)
1683,  10305,ori switch,obs,(12/25/98 03:19:59)
1684,  11233,ori r4-others,obs,(12/25/98 03:19:59)
1685,  30961,ori gw1,obs,(12/25/98 03:19:59)
1686,  36072,ori gw2,obs,(12/25/98 03:19:59)
1687,  84066,ori gw3,obs,(12/25/98 03:19:59)
1688,   2803,ori gw-others,obs,(12/25/98 03:19:59)
1689,  13529,dst router5,obs,(12/25/98 03:19:59)
1690,  36221,dst r4-local,obs,(12/25/98 03:19:59)
1691,  57822,dst switch,obs,(12/25/98 03:19:59)
1692,  14228,dst r4-others,obs,(12/25/98 03:19:59)
1693,  70309,dst gw1,obs,(12/25/98 03:19:59)
1694,  13999,dst gw2,obs,(12/25/98 03:19:59)
1695,  48211,dst gw3,obs,(12/25/98 03:19:59)
1696,    350,dst gw-others,obs,(12/25/98 03:19:59)
1723,  31034,ori router5,obs,(12/25/98 03:25:00)
1724,  52598,ori r4-local,obs,(12/25/98 03:25:00)
1725,  10616,ori switch,obs,(12/25/98 03:25:00)
1726,   8239,ori r4-others,obs,(12/25/98 03:25:00)
1727,  31957,ori gw1,obs,(12/25/98 03:25:00)
1728,  51730,ori gw2,obs,(12/25/98 03:25:00)
1729,  76799,ori gw3,obs,(12/25/98 03:25:00)
1730,   5048,ori gw-others,obs,(12/25/98 03:25:00)
1731,  16483,dst router5,obs,(12/25/98 03:25:00)
1732,  38520,dst r4-local,obs,(12/25/98 03:25:00)
1733,  51298,dst switch,obs,(12/25/98 03:25:00)
1734,  13355,dst r4-others,obs,(12/25/98 03:25:00)
1735,  77609,dst gw1,obs,(12/25/98 03:25:00)
1736,  18010,dst gw2,obs,(12/25/98 03:25:00)
1737,  52028,dst gw3,obs,(12/25/98 03:25:00)
1738,    707,dst gw-others,obs,(12/25/98 03:25:00)
1765,  27478,ori router5,obs,(12/25/98 03:30:00)
1766, 606623,ori r4-local,obs,(12/25/98 03:30:00)
1767,  12075,ori switch,obs,(12/25/98 03:30:00)
1768,   8469,ori r4-others,obs,(12/25/98 03:30:00)
1769,  25591,ori gw1,obs,(12/25/98 03:30:00)
1770,  32158,ori gw2,obs,(12/25/98 03:30:00)
1771,  80795,ori gw3,obs,(12/25/98 03:30:00)
1772,   9270,ori gw-others,obs,(12/25/98 03:30:00)
1773,  13798,dst router5,obs,(12/25/98 03:30:00)
1774, 596062,dst r4-local,obs,(12/25/98 03:30:00)
1775,  45631,dst switch,obs,(12/25/98 03:30:00)
1776,  11709,dst r4-others,obs,(12/25/98 03:30:00)
1777,  73586,dst gw1,obs,(12/25/98 03:30:00)
1778,  15449,dst gw2,obs,(12/25/98 03:30:00)
1779,  45164,dst gw3,obs,(12/25/98 03:30:00)
1780,   1060,dst gw-others,obs,(12/25/98 03:30:00)
1807,  26731,ori router5,obs,(12/25/98 03:34:59)
1808, 728883,ori r4-local,obs,(12/25/98 03:34:59)
1809,  16042,ori switch,obs,(12/25/98 03:34:59)
1810,   5901,ori r4-others,obs,(12/25/98 03:34:59)
1811,  31347,ori gw1,obs,(12/25/98 03:34:59)
1812,  24773,ori gw2,obs,(12/25/98 03:34:59)
1813,  72532,ori gw3,obs,(12/25/98 03:34:59)
1814,   7999,ori gw-others,obs,(12/25/98 03:34:59)
1815,  12181,dst router5,obs,(12/25/98 03:34:59)
1816, 713195,dst r4-local,obs,(12/25/98 03:34:59)
1817,  50980,dst switch,obs,(12/25/98 03:34:59)
1818,  12109,dst r4-others,obs,(12/25/98 03:34:59)
1819,  63630,dst gw1,obs,(12/25/98 03:34:59)
1820,  15719,dst gw2,obs,(12/25/98 03:34:59)
1821,  45634,dst gw3,obs,(12/25/98 03:34:59)
1822,    731,dst gw-others,obs,(12/25/98 03:34:59)
1849,  27770,ori router5,obs,(12/25/98 03:39:59)
1850,  80495,ori r4-local,obs,(12/25/98 03:39:59)
1851,  11583,ori switch,obs,(12/25/98 03:39:59)
1852,   9208,ori r4-others,obs,(12/25/98 03:39:59)
1853,  24181,ori gw1,obs,(12/25/98 03:39:59)
1854,  26483,ori gw2,obs,(12/25/98 03:39:59)
1855,  73956,ori gw3,obs,(12/25/98 03:39:59)
1856,   5404,ori gw-others,obs,(12/25/98 03:39:59)
1857,  13215,dst router5,obs,(12/25/98 03:39:59)
1858,  80660,dst r4-local,obs,(12/25/98 03:39:59)
1859,  35595,dst switch,obs,(12/25/98 03:39:59)
1860,  10489,dst r4-others,obs,(12/25/98 03:39:59)
1861,  66778,dst gw1,obs,(12/25/98 03:39:59)
1862,  19790,dst gw2,obs,(12/25/98 03:39:59)
1863,  32097,dst gw3,obs,(12/25/98 03:39:59)
1864,    455,dst gw-others,obs,(12/25/98 03:39:59)
1891,  28539,ori router5,obs,(12/25/98 03:45:00)
1892,  60981,ori r4-local,obs,(12/25/98 03:45:00)
1893,   9189,ori switch,obs,(12/25/98 03:45:00)
1894,   8641,ori r4-others,obs,(12/25/98 03:45:00)
1895,  19635,ori gw1,obs,(12/25/98 03:45:00)
1896,  23731,ori gw2,obs,(12/25/98 03:45:00)
1897,  78857,ori gw3,obs,(12/25/98 03:45:00)
1898,   3098,ori gw-others,obs,(12/25/98 03:45:00)
1899,  13454,dst router5,obs,(12/25/98 03:45:00)
1900,  48681,dst r4-local,obs,(12/25/98 03:45:00)
1901,  44139,dst switch,obs,(12/25/98 03:45:00)
1902,  10862,dst r4-others,obs,(12/25/98 03:45:00)
1903,  72650,dst gw1,obs,(12/25/98 03:45:00)
1904,  12719,dst gw2,obs,(12/25/98 03:45:00)
1905,  29817,dst gw3,obs,(12/25/98 03:45:00)
1906,    348,dst gw-others,obs,(12/25/98 03:45:00)
1933,  26871,ori router5,obs,(12/25/98 03:50:00)
1934,1276402,ori r4-local,obs,(12/25/98 03:50:00)
1935,   9621,ori switch,obs,(12/25/98 03:50:00)
1936,   9348,ori r4-others,obs,(12/25/98 03:50:00)
1937,  14828,ori gw1,obs,(12/25/98 03:50:00)
1938,  29026,ori gw2,obs,(12/25/98 03:50:00)
1939,  78781,ori gw3,obs,(12/25/98 03:50:00)
1940,   4937,ori gw-others,obs,(12/25/98 03:50:00)
1941, 198720,dst router5,obs,(12/25/98 03:50:00)
1942, 546868,dst r4-local,obs,(12/25/98 03:50:00)
1943, 424325,dst switch,obs,(12/25/98 03:50:00)
1944, 132330,dst r4-others,obs,(12/25/98 03:50:00)
1945,  91719,dst gw1,obs,(12/25/98 03:50:00)
1946,  15092,dst gw2,obs,(12/25/98 03:50:00)
1947,  39558,dst gw3,obs,(12/25/98 03:50:00)
1948,   1193,dst gw-others,obs,(12/25/98 03:50:00)
1975,  26799,ori router5,obs,(12/25/98 03:55:00)
1976,  81260,ori r4-local,obs,(12/25/98 03:55:00)
1977,  10267,ori switch,obs,(12/25/98 03:55:00)
1978,  11620,ori r4-others,obs,(12/25/98 03:55:00)
1979,  20526,ori gw1,obs,(12/25/98 03:55:00)
1980,  35277,ori gw2,obs,(12/25/98 03:55:00)
1981,  74538,ori gw3,obs,(12/25/98 03:55:00)
1982,   6205,ori gw-others,obs,(12/25/98 03:55:00)
1983,  17050,dst router5,obs,(12/25/98 03:55:00)
1984,  60270,dst r4-local,obs,(12/25/98 03:55:00)
1985,  47793,dst switch,obs,(12/25/98 03:55:00)
1986,  18061,dst r4-others,obs,(12/25/98 03:55:00)
1987,  66789,dst gw1,obs,(12/25/98 03:55:00)
1988,  12939,dst gw2,obs,(12/25/98 03:55:00)
1989,  43017,dst gw3,obs,(12/25/98 03:55:00)
1990,    571,dst gw-others,obs,(12/25/98 03:55:00)
2017,  29615,ori router5,obs,(12/25/98 03:59:59)
2018, 414723,ori r4-local,obs,(12/25/98 03:59:59)
2019,  13132,ori switch,obs,(12/25/98 03:59:59)
2020,  10533,ori r4-others,obs,(12/25/98 03:59:59)
2021,  18924,ori gw1,obs,(12/25/98 03:59:59)
2022,  35917,ori gw2,obs,(12/25/98 03:59:59)
2023,  83472,ori gw3,obs,(12/25/98 03:59:59)
2024,   5171,ori gw-others,obs,(12/25/98 03:59:59)
2025,  16734,dst router5,obs,(12/25/98 03:59:59)
2026, 412628,dst r4-local,obs,(12/25/98 03:59:59)
2027,  43084,dst switch,obs,(12/25/98 03:59:59)
2028,  13673,dst r4-others,obs,(12/25/98 03:59:59)
2029,  73321,dst gw1,obs,(12/25/98 03:59:59)
2030,  12876,dst gw2,obs,(12/25/98 03:59:59)
2031,  38738,dst gw3,obs,(12/25/98 03:59:59)
2032,    433,dst gw-others,obs,(12/25/98 03:59:59)
2059,  25464,ori router5,obs,(12/25/98 04:04:59)
2060, 930646,ori r4-local,obs,(12/25/98 04:04:59)
2061,  16994,ori switch,obs,(12/25/98 04:04:59)
2062,  13017,ori r4-others,obs,(12/25/98 04:04:59)
2063,  18454,ori gw1,obs,(12/25/98 04:04:59)
2064,  59717,ori gw2,obs,(12/25/98 04:04:59)
2065,  65227,ori gw3,obs,(12/25/98 04:04:59)
2066,   9953,ori gw-others,obs,(12/25/98 04:04:59)
2067,  13619,dst router5,obs,(12/25/98 04:04:59)
2068, 925565,dst r4-local,obs,(12/25/98 04:04:59)
2069,  61232,dst switch,obs,(12/25/98 04:04:59)
2070,  20042,dst r4-others,obs,(12/25/98 04:04:59)
2071,  70863,dst gw1,obs,(12/25/98 04:04:59)
2072,  13321,dst gw2,obs,(12/25/98 04:04:59)
2073,  33998,dst gw3,obs,(12/25/98 04:04:59)
2074,    831,dst gw-others,obs,(12/25/98 04:04:59)
2101,  28194,ori router5,obs,(12/25/98 04:10:00)
2102, 935783,ori r4-local,obs,(12/25/98 04:10:00)
2103,  10136,ori switch,obs,(12/25/98 04:10:00)
2104,   7261,ori r4-others,obs,(12/25/98 04:10:00)
2105,  21691,ori gw1,obs,(12/25/98 04:10:00)
2106,  37767,ori gw2,obs,(12/25/98 04:10:00)
2107,  49781,ori gw3,obs,(12/25/98 04:10:00)
2108,   7171,ori gw-others,obs,(12/25/98 04:10:00)
2109,  16956,dst router5,obs,(12/25/98 04:10:00)
2110, 925156,dst r4-local,obs,(12/25/98 04:10:00)
2111,  42395,dst switch,obs,(12/25/98 04:10:00)
2112,  11336,dst r4-others,obs,(12/25/98 04:10:00)
2113,  50800,dst gw1,obs,(12/25/98 04:10:00)
2114,  14205,dst gw2,obs,(12/25/98 04:10:00)
2115,  36348,dst gw3,obs,(12/25/98 04:10:00)
2116,    589,dst gw-others,obs,(12/25/98 04:10:00)
2143,  28223,ori router5,obs,(12/25/98 04:15:00)
2144, 935783,ori r4-local,obs,(12/25/98 04:15:00)
2145,  10043,ori switch,obs,(12/25/98 04:15:00)
2146,   7204,ori r4-others,obs,(12/25/98 04:15:00)
2147,  21724,ori gw1,obs,(12/25/98 04:15:00)
2148,  37544,ori gw2,obs,(12/25/98 04:15:00)
2149,  49627,ori gw3,obs,(12/25/98 04:15:00)
2150,   7145,ori gw-others,obs,(12/25/98 04:15:00)
2151,  16996,dst router5,obs,(12/25/98 04:15:00)
2152, 925005,dst r4-local,obs,(12/25/98 04:15:00)
2153,  42117,dst switch,obs,(12/25/98 04:15:00)
2154,  11246,dst r4-others,obs,(12/25/98 04:15:00)
2155,  50674,dst gw1,obs,(12/25/98 04:15:00)
2156,  14238,dst gw2,obs,(12/25/98 04:15:00)
2157,  36431,dst gw3,obs,(12/25/98 04:15:00)
2158,    588,dst gw-others,obs,(12/25/98 04:15:00)
2185,  25376,ori router5,obs,(12/25/98 04:19:59)
2186, 852242,ori r4-local,obs,(12/25/98 04:19:59)
2187,   8686,ori switch,obs,(12/25/98 04:19:59)
2188,   7483,ori r4-others,obs,(12/25/98 04:19:59)
2189,  23098,ori gw1,obs,(12/25/98 04:19:59)
2190,  20806,ori gw2,obs,(12/25/98 04:19:59)
2191,  65447,ori gw3,obs,(12/25/98 04:19:59)
2192,   2976,ori gw-others,obs,(12/25/98 04:19:59)
2193,  18611,dst router5,obs,(12/25/98 04:19:59)
2194, 838538,dst r4-local,obs,(12/25/98 04:19:59)
2195,  34385,dst switch,obs,(12/25/98 04:19:59)
2196,  10075,dst r4-others,obs,(12/25/98 04:19:59)
2197,  58580,dst gw1,obs,(12/25/98 04:19:59)
2198,  12013,dst gw2,obs,(12/25/98 04:19:59)
2199,  33497,dst gw3,obs,(12/25/98 04:19:59)
2200,    343,dst gw-others,obs,(12/25/98 04:19:59)
2227,  22500,ori router5,obs,(12/25/98 04:24:59)
2228, 826906,ori r4-local,obs,(12/25/98 04:24:59)
2229,  11030,ori switch,obs,(12/25/98 04:24:59)
2230,   9617,ori r4-others,obs,(12/25/98 04:24:59)
2231,  25240,ori gw1,obs,(12/25/98 04:24:59)
2232,  25639,ori gw2,obs,(12/25/98 04:24:59)
2233,  62518,ori gw3,obs,(12/25/98 04:24:59)
2234,   3138,ori gw-others,obs,(12/25/98 04:24:59)
2235,  13418,dst router5,obs,(12/25/98 04:24:59)
2236, 821678,dst r4-local,obs,(12/25/98 04:24:59)
2237,  36883,dst switch,obs,(12/25/98 04:24:59)
2238,  10047,dst r4-others,obs,(12/25/98 04:24:59)
2239,  55389,dst gw1,obs,(12/25/98 04:24:59)
2240,  12644,dst gw2,obs,(12/25/98 04:24:59)
2241,  36035,dst gw3,obs,(12/25/98 04:24:59)
2242,    493,dst gw-others,obs,(12/25/98 04:24:59)
2269,  23337,ori router5,obs,(12/25/98 04:30:00)
2270, 926033,ori r4-local,obs,(12/25/98 04:30:00)
2271,  14035,ori switch,obs,(12/25/98 04:30:00)
2272,   9836,ori r4-others,obs,(12/25/98 04:30:00)
2273,  24076,ori gw1,obs,(12/25/98 04:30:00)
2274,  27129,ori gw2,obs,(12/25/98 04:30:00)
2275,  62570,ori gw3,obs,(12/25/98 04:30:00)
2276,   3056,ori gw-others,obs,(12/25/98 04:30:00)
2277,  10072,dst router5,obs,(12/25/98 04:30:00)
2278, 920490,dst r4-local,obs,(12/25/98 04:30:00)
2279,  44294,dst switch,obs,(12/25/98 04:30:00)
2280,   9861,dst r4-others,obs,(12/25/98 04:30:00)
2281,  58133,dst gw1,obs,(12/25/98 04:30:00)
2282,  10807,dst gw2,obs,(12/25/98 04:30:00)
2283,  36136,dst gw3,obs,(12/25/98 04:30:00)
2284,    279,dst gw-others,obs,(12/25/98 04:30:00)
2311,  24730,ori router5,obs,(12/25/98 04:35:00)
2312,1062731,ori r4-local,obs,(12/25/98 04:35:00)
2313,  15332,ori switch,obs,(12/25/98 04:35:00)
2314,  10220,ori r4-others,obs,(12/25/98 04:35:00)
2315,  18230,ori gw1,obs,(12/25/98 04:35:00)
2316,  24726,ori gw2,obs,(12/25/98 04:35:00)
2317,  46180,ori gw3,obs,(12/25/98 04:35:00)
2318,   1623,ori gw-others,obs,(12/25/98 04:35:00)
2319,  18222,dst router5,obs,(12/25/98 04:35:00)
2320,1051290,dst r4-local,obs,(12/25/98 04:35:00)
2321,  42713,dst switch,obs,(12/25/98 04:35:00)
2322,  15010,dst r4-others,obs,(12/25/98 04:35:00)
2323,  39028,dst gw1,obs,(12/25/98 04:35:00)
2324,  10920,dst gw2,obs,(12/25/98 04:35:00)
2325,  26360,dst gw3,obs,(12/25/98 04:35:00)
2326,    228,dst gw-others,obs,(12/25/98 04:35:00)
2353,  23417,ori router5,obs,(12/25/98 04:40:00)
2354,1182721,ori r4-local,obs,(12/25/98 04:40:00)
2355,  16699,ori switch,obs,(12/25/98 04:40:00)
2356,   8933,ori r4-others,obs,(12/25/98 04:40:00)
2357,  19566,ori gw1,obs,(12/25/98 04:40:00)
2358,  54140,ori gw2,obs,(12/25/98 04:40:00)
2359,  55912,ori gw3,obs,(12/25/98 04:40:00)
2360,   2149,ori gw-others,obs,(12/25/98 04:40:00)
2361,  10439,dst router5,obs,(12/25/98 04:40:00)
2362,1182688,dst r4-local,obs,(12/25/98 04:40:00)
2363,  36826,dst switch,obs,(12/25/98 04:40:00)
2364,  11770,dst r4-others,obs,(12/25/98 04:40:00)
2365,  45869,dst gw1,obs,(12/25/98 04:40:00)
2366,  12269,dst gw2,obs,(12/25/98 04:40:00)
2367,  63398,dst gw3,obs,(12/25/98 04:40:00)
2368,    278,dst gw-others,obs,(12/25/98 04:40:00)
2395,  32371,ori router5,obs,(12/25/98 04:44:59)
2396, 923447,ori r4-local,obs,(12/25/98 04:44:59)
2397,  11254,ori switch,obs,(12/25/98 04:44:59)
2398,  15516,ori r4-others,obs,(12/25/98 04:44:59)
2399,  24000,ori gw1,obs,(12/25/98 04:44:59)
2400,  54338,ori gw2,obs,(12/25/98 04:44:59)
2401,  43542,ori gw3,obs,(12/25/98 04:44:59)
2402,   2610,ori gw-others,obs,(12/25/98 04:44:59)
2403,  19691,dst router5,obs,(12/25/98 04:44:59)
2404, 906012,dst r4-local,obs,(12/25/98 04:44:59)
2405,  49003,dst switch,obs,(12/25/98 04:44:59)
2406,  19573,dst r4-others,obs,(12/25/98 04:44:59)
2407,  41002,dst gw1,obs,(12/25/98 04:44:59)
2408,  14349,dst gw2,obs,(12/25/98 04:44:59)
2409,  57047,dst gw3,obs,(12/25/98 04:44:59)
2410,    398,dst gw-others,obs,(12/25/98 04:44:59)
2437,  35897,ori router5,obs,(12/25/98 04:49:59)
2438, 740932,ori r4-local,obs,(12/25/98 04:49:59)
2439,  10398,ori switch,obs,(12/25/98 04:49:59)
2440,  14479,ori r4-others,obs,(12/25/98 04:49:59)
2441,  21771,ori gw1,obs,(12/25/98 04:49:59)
2442,  69039,ori gw2,obs,(12/25/98 04:49:59)
2443,  45196,ori gw3,obs,(12/25/98 04:49:59)
2444,   2835,ori gw-others,obs,(12/25/98 04:49:59)
2445,  23017,dst router5,obs,(12/25/98 04:49:59)
2446, 726260,dst r4-local,obs,(12/25/98 04:49:59)
2447,  42925,dst switch,obs,(12/25/98 04:49:59)
2448,  21346,dst r4-others,obs,(12/25/98 04:49:59)
2449,  41529,dst gw1,obs,(12/25/98 04:49:59)
2450,  12244,dst gw2,obs,(12/25/98 04:49:59)
